Epoch,Train_Loss,Val_Loss
1,2.262738572493676,0.5446969473615606
2,0.30649741529403624,0.26897739698278145
3,0.2191224380740128,0.2620570344176698
4,0.19185058126312857,0.22721867279169408
5,0.17571607568571646,0.19456584054104825
6,0.16099583811550586,0.18500749291257657
7,0.15536848949034796,0.19153689093729284
8,0.14776489184668629,0.181741050266205
9,0.14270641096270106,0.18045337791455554
10,0.1377658982891389,0.17703259775930263
11,0.136351697348846,0.17500148281613562
12,0.13097271418005335,0.16936196517595586
13,0.12561903655609136,0.16811448783475033
14,0.12254669820542671,0.17159009098689607
15,0.11888425888687265,0.16588586426161706
16,0.1179667540215036,0.16362448864953316
17,0.11681523545408175,0.1660740506696574
18,0.11287175506056289,0.16326104952616893
19,0.10907921302870857,0.1530299546950041
20,0.10499831649398024,0.15530714721597255
21,0.10445385979860687,0.15450600292929945
22,0.10249973634945556,0.15345365898881821
23,0.09964859531524735,0.15183594176902415
24,0.09921365821947707,0.15107665642937448
25,0.09971500357352597,0.14948899013564942
